packet_id,user_id,timestamp_minute,session_duration_s,packet_size,distance_to_router,signal_strength,channel_load,device_type,os,protocol,request_type,destination_host,priority,is_encrypted,vpn_active,preferred_dns,battery_level,movement_speed,retry,delivered
46222,76,2169,478,35112,27.49,-85.48,0.453,phone,ios,udp,download,huggingface.co,low,True,True,208.67.222.222,42.0,1.48,1,0
117325,193,8316,552,13105,7.27,-71.49,0.205,phone,android,tcp,download,ftp.mozilla.org,medium,False,False,,39.9,1.53,0,1
30136,49,18127,1449,2376,23.15,-83.92,0.619,iot,linux,tcp,gaming,gaijin.net,high,True,False,1.1.1.1,56.5,0.05,1,0
96831,159,13003,1710,14410,16.04,82.99,0.327,laptop,linux,quic,streaming,channel1.ru,high,False,True,8.8.8.8,44.8,0.1,0,1
29440,48,14853,328,52907,13.45,-39.21,0.246,phone,ios,tcp,download,yadi.sk,high,True,False,8.8.8.8,76.8,0.48,0,1
27478,45,9733,982,55262,3.59,-60.44,0.529,phone,ios,udp,streaming,channel1.ru,high,True,False,9.9.9.9,26.2,1.18,1,0
34952,57,18710,1442,3394,15.26,-102.99,0.223,phone,android,udp,gaming,steampowered.com,low,True,,,49.5,2.63,0,1
8221,13,14079,3271,4967,17.56,-56.17,0.442,phone,android,udp,gaming,steampowered.com,high,False,False,208.67.222.222,36.2,1.22,1,0
78981,130,3057,33,1974,22.71,-30.23,0.093,phone,android,tcp,browsing,vk.com,low,False,True,,79.1,1.09,0,1
110274,181,15056,96,1484,12.78,-90.82,0.687,phone,android,tcp,browsing,pikabu.ru,low,False,True,9.9.9.9,63.8,0.61,1,0
53002,87,8533,1636,16339,23.42,3.18,0.178,laptop,windows,udp,streaming,smotrim.ru,high,False,True,,27.8,0.31,1,0
117944,194,8216,109,23194,5.81,7.97,0.438,laptop,windows,tcp,download,cloud.mail.ru,medium,False,False,1.1.1.1,40.2,0.52,1,0
76606,126,4244,141,1172,18.29,-44.36,0.386,phone,ios,tcp,browsing,mail.ru,high,True,,,39.5,1.81,0,1
64201,105,18994,65,1854,23.57,-0.39,0.235,laptop,macos,tcp,browsing,avito.ru,medium,True,False,1.1.1.1,52.7,0.19,0,1
89641,147,17769,529,36713,6.32,96.8,0.319,laptop,windows,tcp,download,dl.google.com,low,False,False,,67.6,1.67,0,1
66198,109,1306,424,63771,11.58,-15.9,0.267,laptop,windows,tcp,download,onedrive.live.com,low,True,,208.67.222.222,44.3,0.21,0,1
99996,164,19210,837,2151,19.2,-20.66,0.536,phone,ios,udp,gaming,minecraft.net,high,False,False,1.1.1.1,72.4,2.04,0,1
119210,196,10665,536,38812,3.46,119.72,0.486,laptop,windows,tcp,streaming,animego.org,high,True,False,208.67.222.222,70.0,0.77,0,1
66612,109,19052,458,34170,12.52,6.2,0.311,laptop,windows,udp,download,update.1c.ru,low,False,False,8.8.8.8,97.3,0.56,0,1
36675,60,12557,312,11914,18.26,-101.34,0.278,iot,android,tcp,download,github.com,high,False,True,8.8.8.8,18.6,0.07,0,1
30688,50,16640,72,45688,12.53,-43.75,0.659,phone,android,tcp,download,update.1c.ru,medium,False,False,1.1.1.1,66.0,0.41,0,1
12145,20,1345,583,64406,7.71,-27.97,0.145,iot,linux,tcp,download,update.1c.ru,high,False,False,8.8.8.8,30.8,0.24,0,1
92654,152,15946,35,706,26.13,-50.18,0.335,phone,android,tcp,browsing,rbc.ru,medium,True,False,1.1.1.1,83.7,0.82,0,1
104151,171,15838,144,637,23.68,-16.67,0.039,phone,android,tcp,browsing,telegram.org,high,False,True,1.1.1.1,42.7,1.02,0,1
66837,110,2680,48,34796,19.33,-104.26,0.344,iot,android,tcp,browsing,telegram.org,medium,False,True,,29.7,0.27,0,1
73145,120,10541,689,4677,2.07,-60.49,0.465,iot,linux,udp,gaming,ea.com,high,True,False,1.1.1.1,85.5,0.12,0,1
42734,70,10353,32,1033,11.19,104.99,0.298,laptop,linux,tcp,browsing,rambler.ru,low,False,,1.1.1.1,77.3,0.86,1,0
11698,19,7628,1420,27444,2.02,-73.72,0.387,phone,ios,udp,streaming,rutube.ru,high,True,True,1.1.1.1,100.0,0.11,0,1
83571,137,15748,142,57128,16.33,-91.95,0.158,iot,linux,tcp,download,cloud.mail.ru,low,True,False,9.9.9.9,37.9,0.23,0,1
14919,24,16138,62,859,12.16,-25.75,0.23,phone,android,tcp,browsing,gosuslugi.ru,medium,True,False,,66.5,2.56,1,0
104211,171,18170,360,12504,19.85,-38.59,0.656,phone,android,udp,download,releases.1c.ru,high,True,False,,33.7,0.98,0,1
93178,153,12574,95,244,15.61,-21.21,0.607,iot,android,tcp,browsing,ozon.ru,medium,True,False,208.67.222.222,34.3,0.01,0,1
50196,82,18259,1353,61718,5.77,-57.17,0.516,iot,linux,udp,streaming,rutube.ru,high,True,,9.9.9.9,48.7,0.17,1,0
68932,113,12723,71,61702,21.89,-80.87,0.408,phone,android,udp,download,github.com,low,True,False,9.9.9.9,31.2,0.16,0,1
3733,6,2727,134,411,9.97,-22.54,0.272,laptop,windows,udp,browsing,mail.ru,low,True,False,9.9.9.9,25.2,0.29,0,1
31763,52,9303,176,42606,24.52,-69.05,0.456,iot,linux,tcp,download,dl.google.com,low,False,,208.67.222.222,69.2,0.11,0,1
59547,98,2198,115,1038,13.7,-64.34,0.586,phone,ios,tcp,browsing,codeforces.com,medium,True,True,8.8.8.8,69.4,2.38,0,1
40426,66,16257,880,4409,8.45,49.59,0.227,laptop,macos,udp,gaming,riot.com,high,True,False,8.8.8.8,100.0,0.06,0,1
50630,83,11193,979,3972,0.5,-58.95,0.375,phone,ios,udp,gaming,steampowered.com,high,False,False,1.1.1.1,36.6,6.12,1,0
119037,196,3137,1096,29371,2.42,108.65,0.053,laptop,windows,quic,streaming,kinopoisk.ru,high,True,,1.1.1.1,66.8,0.49,1,0
25948,42,19836,194,19766,25.28,-56.49,0.292,phone,android,tcp,download,releases.1c.ru,low,True,False,,48.5,1.81,0,1
105913,174,13092,323,60029,5.58,-46.77,0.384,phone,android,tcp,download,cdn.yandex.net,low,False,False,9.9.9.9,64.4,1.33,0,1
42350,69,19478,142,15308,23.92,18.96,0.607,laptop,linux,tcp,download,yadi.sk,low,False,False,,39.8,0.06,0,1
60848,100,5967,484,33858,6.65,24.89,0.078,laptop,windows,quic,download,releases.1c.ru,medium,True,False,8.8.8.8,75.9,0.04,1,0
21504,35,9280,1197,10944,5.98,-80.58,0.748,phone,ios,udp,streaming,youtube.com,high,True,True,1.1.1.1,76.6,3.95,1,0
16150,26,16148,117,42415,4.27,-18.44,0.439,iot,linux,tcp,download,releases.1c.ru,low,True,False,1.1.1.1,90.2,0.14,1,0
32329,53,9380,179,1967,12.73,-51.06,0.705,phone,android,tcp,browsing,gosuslugi.ru,low,True,False,8.8.8.8,73.7,0.45,1,0
66418,109,11430,169,1929,11.31,-23.76,0.416,laptop,windows,udp,browsing,yandex.ru,high,False,False,9.9.9.9,36.3,0.23,0,1
69227,114,627,373,41085,3.09,86.71,0.658,laptop,windows,tcp,download,releases.1c.ru,low,False,False,8.8.8.8,54.0,0.09,0,1
118522,195,8097,148,818,3.41,-68.08,0.643,phone,android,udp,browsing,figma.com,medium,True,False,,55.1,1.46,0,1
19718,32,11742,1278,4456,17.35,-72.05,0.269,iot,linux,udp,gaming,mail.ru,low,True,True,,81.6,0.16,0,1
89342,147,5237,556,30859,2.47,107.61,0.42,laptop,windows,udp,streaming,ivi.ru,medium,False,True,1.1.1.1,39.6,0.3,0,1
87497,144,3317,64,1225,5.73,-33.03,0.405,phone,android,tcp,browsing,tiktok.com,medium,False,True,,90.9,0.78,0,1
108846,179,6970,861,21274,12.34,-68.35,0.227,iot,android,udp,streaming,kion.ru,high,False,True,9.9.9.9,24.1,0.1,1,0
21979,36,5127,153,24298,5.75,-86.67,0.753,iot,linux,quic,download,yadi.sk,low,False,True,208.67.222.222,48.9,0.07,1,0
8919,14,17205,169,725,18.95,0.32,0.352,laptop,windows,tcp,browsing,ok.ru,low,True,False,1.1.1.1,45.8,0.49,0,1
70112,115,10147,225,55233,22.6,-39.68,0.161,iot,android,udp,download,dl.google.com,high,False,False,9.9.9.9,62.5,0.03,0,1
46597,76,18156,108,1991,25.7,-91.3,0.563,phone,ios,tcp,browsing,whatsapp.com,low,True,True,8.8.8.8,31.9,1.78,0,1
78586,129,10944,765,12166,4.12,-91.46,0.709,phone,android,tcp,streaming,amediateka.ru,high,False,True,1.1.1.1,59.8,1.27,1,0
74882,123,8268,1501,55968,18.32,-55.44,0.486,iot,linux,udp,streaming,vkvideo.ru,high,False,True,8.8.8.8,28.3,0.05,0,1
34862,57,15756,1229,64194,15.57,-89.83,0.301,phone,android,quic,streaming,ntv.ru,medium,False,False,8.8.8.8,42.3,1.16,0,1
97162,160,1949,98,13750,11.01,-78.84,0.31,phone,ios,tcp,download,cloud.mail.ru,medium,True,,,97.7,0.51,1,0
34062,56,6994,518,33650,20.63,-39.18,0.287,iot,linux,tcp,download,github.com,low,False,False,9.9.9.9,41.0,0.04,0,1
96027,158,4183,644,24725,4.7,3.66,0.348,laptop,windows,udp,streaming,youtube.com,medium,False,True,,43.1,0.62,0,1
11048,18,5491,1675,63091,9.78,20.16,0.255,laptop,windows,udp,streaming,youtube.com,high,False,True,208.67.222.222,24.0,0.54,0,1
34240,56,14074,232,10563,20.59,-42.11,0.394,iot,linux,udp,download,pytorch.org,medium,True,False,8.8.8.8,36.9,0.13,1,0
15913,26,6781,339,21240,1.99,-33.13,0.582,iot,linux,tcp,download,mega.nz,medium,False,False,8.8.8.8,41.6,0.07,1,0
75344,124,2491,181,62613,21.95,-67.44,0.343,phone,ios,tcp,download,pypi.org,low,True,,1.1.1.1,18.7,0.91,0,1
21030,34,13907,109,212,13.48,-95.17,0.606,phone,android,tcp,browsing,wildberries.ru,high,False,False,,19.7,1.76,1,0
7129,11,17818,440,12936,2.87,-79.32,0.437,phone,android,quic,download,dl.google.com,low,True,False,,79.9,0.15,0,1
86507,142,9869,343,44089,7.43,-80.83,0.263,phone,android,udp,streaming,twitch.tv,high,True,False,9.9.9.9,30.2,2.76,0,1
48647,80,4317,169,383,17.89,-74.76,0.358,phone,android,udp,browsing,wildberries.ru,low,True,True,9.9.9.9,49.6,1.96,0,1
20740,34,2170,1337,57882,12.14,-93.21,0.595,phone,android,quic,streaming,youtube.com,low,True,True,8.8.8.8,67.1,1.87,1,0
101485,167,6820,1609,14615,24.59,-60.0,0.506,phone,android,udp,streaming,ivi.ru,high,False,False,,11.7,2.4,0,1
29219,48,6443,1836,2910,13.79,-65.48,0.58,phone,ios,udp,gaming,riot.com,high,True,True,1.1.1.1,67.9,0.23,0,1
32211,53,3967,126,38007,15.63,-68.54,0.481,phone,android,tcp,browsing,telegram.org,high,True,True,8.8.8.8,28.0,0.68,1,0
86987,143,5439,68,34764,8.82,62.38,0.269,laptop,windows,tcp,download,packages.microsoft.com,low,False,False,208.67.222.222,10.7,1.25,0,1
113763,187,10420,874,25998,22.4,58.34,0.257,laptop,linux,udp,streaming,ivi.ru,medium,True,False,1.1.1.1,71.8,0.37,1,0
3555,5,19907,3351,3876,15.02,-61.1,0.313,phone,ios,tcp,gaming,rockstargames.com,high,True,False,,22.1,0.51,0,1
52887,87,3553,1733,16945,21.52,-8.0,0.448,laptop,windows,udp,streaming,wink.ru,high,False,False,1.1.1.1,53.3,0.12,1,0
38650,63,18596,115,119,9.63,-67.65,0.18,phone,ios,tcp,browsing,sber.ru,low,False,True,9.9.9.9,58.1,2.32,1,0
9752,16,3575,314,27396,13.49,-2.58,0.528,laptop,linux,tcp,download,pytorch.org,high,False,False,208.67.222.222,69.5,0.39,1,0
87826,144,16112,1007,54574,5.35,-28.52,0.326,phone,android,quic,streaming,smotrim.ru,high,True,False,1.1.1.1,66.3,1.12,1,0
79392,130,19109,45,1576,21.0,-45.48,0.247,phone,android,tcp,browsing,vk.com,low,False,,,76.9,1.68,0,1
99967,164,17661,1293,30758,23.05,-44.62,0.217,phone,ios,udp,streaming,vkvideo.ru,medium,True,True,9.9.9.9,93.0,1.99,0,1
114521,188,17230,2401,4990,18.56,-47.37,0.269,phone,android,udp,gaming,steampowered.com,high,False,False,,41.5,2.03,0,1
38203,63,776,391,53080,13.0,-70.03,0.589,phone,ios,tcp,download,github.com,low,False,,,74.0,2.11,0,1
70828,116,15925,232,63553,4.22,-62.95,0.273,phone,android,tcp,download,pytorch.org,low,True,True,9.9.9.9,61.9,1.4,1,0
2211,3,14442,163,848,6.51,-52.9,0.253,phone,ios,udp,browsing,avito.ru,medium,False,False,,42.9,0.69,0,1
117591,193,19367,109,1637,9.24,-89.98,0.613,phone,android,tcp,browsing,ozon.ru,high,False,True,8.8.8.8,80.7,0.68,1,0
24318,40,3418,41,1400,3.93,-81.1,0.52,iot,android,tcp,browsing,yandex.ru,high,True,False,1.1.1.1,55.2,0.05,1,0
28058,46,9492,385,10025,12.21,-39.11,0.67,phone,ios,tcp,download,dl.google.com,low,True,False,208.67.222.222,50.2,0.7,1,0
54275,89,9387,417,62987,8.49,-49.86,0.669,phone,ios,tcp,download,cdn.yandex.net,low,True,True,8.8.8.8,64.1,0.54,0,1
117799,194,3121,121,406,2.82,21.45,0.186,laptop,windows,tcp,browsing,ozon.ru,low,False,False,,80.1,0.39,0,1
69662,114,17530,3220,3596,5.07,53.4,0.32,laptop,windows,udp,gaming,blizzard.com,high,True,False,8.8.8.8,78.6,0.09,0,1
28164,46,13236,597,40429,11.41,-27.06,0.189,phone,ios,tcp,download,cdn.yandex.net,low,False,False,8.8.8.8,64.7,1.27,1,0
77459,127,14977,404,44624,3.25,-17.46,0.638,phone,android,tcp,download,onedrive.live.com,low,False,True,,87.9,1.36,0,1
31236,51,13460,126,1522,3.04,-12.63,0.615,phone,android,tcp,browsing,tiktok.com,medium,False,False,8.8.8.8,82.6,0.8,0,1
80591,132,18597,2123,1665,17.27,43.73,0.201,laptop,windows,quic,gaming,mail.ru,high,True,False,9.9.9.9,35.4,0.87,0,1
91800,151,7037,462,55928,0.5,-42.96,0.321,iot,linux,tcp,download,cdn.yandex.net,low,False,False,9.9.9.9,46.1,0.19,1,0
112538,185,8845,678,37385,8.27,-80.53,0.307,iot,android,quic,streaming,kinopoisk.ru,medium,True,False,8.8.8.8,69.0,0.05,1,0
26659,44,834,356,33315,25.59,-18.57,0.715,laptop,macos,quic,streaming,megogo.net,high,False,False,8.8.8.8,45.9,0.6,1,0
102718,169,6612,786,29133,22.23,-106.38,0.61,phone,android,udp,streaming,premier.one,high,True,False,,31.6,3.13,1,0
8074,13,7851,813,16494,14.89,-36.22,0.602,phone,android,quic,streaming,smotrim.ru,high,False,,8.8.8.8,68.2,0.94,0,1
43836,72,6829,1032,1620,18.12,-77.06,0.415,iot,android,udp,gaming,wargaming.net,high,True,False,9.9.9.9,36.2,0.03,1,0
4661,7,14653,57,457,15.17,-40.5,0.387,phone,android,tcp,browsing,yandex.ru,low,True,False,1.1.1.1,85.7,2.84,1,0
19174,31,14477,158,19808,7.52,-76.77,0.139,phone,android,tcp,download,packages.microsoft.com,low,True,False,,66.5,1.23,0,1
43418,71,12851,179,605,20.14,-89.04,0.335,phone,android,udp,browsing,mail.ru,medium,False,,9.9.9.9,63.2,0.3,1,0
87436,144,464,215,60418,3.08,-28.51,0.384,phone,android,tcp,download,github.com,low,False,False,8.8.8.8,52.3,2.56,0,1
102721,169,6697,161,622,20.79,-92.96,0.614,phone,android,tcp,browsing,vk.com,medium,False,True,,41.7,0.47,1,0
120507,198,12537,143,815,21.66,-80.16,0.357,iot,android,quic,browsing,mail.ru,high,True,False,1.1.1.1,42.1,0.26,0,1
74336,122,9383,1064,21269,9.19,-82.45,0.535,phone,android,tcp,streaming,youtube.com,high,False,True,1.1.1.1,61.9,0.84,1,0
104083,171,12808,3543,3856,23.94,-52.8,0.18,phone,android,tcp,gaming,faceit.com,low,False,False,,23.7,0.83,0,1
53680,88,9749,3336,2646,6.58,-38.31,0.406,phone,ios,udp,gaming,steampowered.com,low,False,,9.9.9.9,36.4,5.8,0,1
50440,83,3325,3489,1800,6.21,-71.24,0.245,phone,ios,udp,gaming,wargaming.net,high,True,False,1.1.1.1,95.9,3.85,0,1
22924,37,17908,78,735,3.19,-18.47,0.498,iot,linux,udp,browsing,vk.com,medium,False,,8.8.8.8,64.2,0.28,0,1
309,0,11999,103,24520,13.87,-59.08,0.421,phone,ios,quic,download,packages.microsoft.com,medium,False,True,1.1.1.1,95.2,0.49,0,1
94877,156,6013,126,807,13.24,-85.26,0.161,iot,linux,udp,browsing,tiktok.com,medium,True,True,208.67.222.222,70.2,0.1,1,0
39676,65,10195,1465,18880,11.0,-72.33,0.173,phone,android,udp,streaming,ivi.ru,high,True,False,1.1.1.1,62.5,0.63,1,0
52017,85,16967,139,36652,15.04,-59.94,0.427,phone,android,udp,download,onedrive.live.com,high,True,True,,40.4,2.9,0,1
35311,58,9160,1682,15413,9.55,-79.84,0.441,phone,android,udp,streaming,videomore.ru,high,False,False,8.8.8.8,69.4,1.99,1,0
81605,134,9766,1293,2445,24.89,-78.32,0.512,phone,android,udp,gaming,mail.ru,high,False,False,208.67.222.222,29.0,3.79,0,1
78650,129,13948,577,54743,4.09,-90.61,0.611,phone,android,tcp,download,onedrive.live.com,low,True,True,208.67.222.222,31.1,1.65,1,0
29751,49,3248,2816,889,19.88,-109.63,0.248,iot,linux,udp,gaming,gaijin.net,high,False,False,8.8.8.8,79.3,0.27,0,1
60465,99,14219,129,339,24.94,-63.3,0.362,iot,android,tcp,browsing,kommersant.ru,medium,False,False,9.9.9.9,29.1,0.19,1,0
71746,118,3616,587,15633,18.83,64.06,0.665,laptop,linux,udp,download,cdn.yandex.net,high,False,False,,71.9,0.5,0,1
48869,80,13543,69,1490,23.16,-73.65,0.568,phone,android,udp,browsing,ok.ru,high,False,False,8.8.8.8,60.5,2.61,0,1
10562,17,10665,103,15600,23.05,36.87,0.455,laptop,windows,tcp,download,github.com,low,False,False,9.9.9.9,80.6,0.15,1,0
14938,24,16941,253,58577,12.02,-21.49,0.414,phone,android,tcp,download,packages.microsoft.com,low,False,False,,33.5,4.51,0,1
67500,111,4527,220,15392,19.83,-81.04,0.263,phone,ios,udp,download,cloud.mail.ru,medium,False,,,89.3,0.55,1,0
112775,185,19019,260,57162,8.97,-76.64,0.209,iot,android,tcp,download,cloud.mail.ru,medium,True,True,9.9.9.9,64.9,0.24,1,0
44027,72,13765,425,54012,16.96,-68.48,0.451,iot,android,tcp,download,onedrive.live.com,medium,False,False,1.1.1.1,67.4,0.26,1,0
118521,195,8092,1241,3881,6.36,-73.88,0.389,phone,android,quic,gaming,wargaming.net,medium,True,True,8.8.8.8,27.3,0.97,0,1
105002,173,971,520,48315,3.72,-35.51,0.685,phone,android,tcp,download,onedrive.live.com,high,False,True,208.67.222.222,29.8,3.37,0,1
100520,165,16587,157,908,9.42,-37.74,0.731,phone,android,tcp,browsing,lenta.ru,low,False,False,1.1.1.1,52.5,0.78,0,1
54367,89,12771,43,676,6.56,-48.58,0.229,phone,ios,tcp,browsing,zoom.us,low,False,,,48.0,3.93,0,1
65151,107,9098,1928,4857,13.1,-52.38,0.275,phone,android,quic,gaming,mail.ru,high,True,False,8.8.8.8,80.4,0.32,0,1
20824,34,5399,174,1085,12.71,-104.23,0.499,phone,android,udp,browsing,pikabu.ru,low,False,False,8.8.8.8,37.6,1.31,0,1
47216,77,17665,142,132,14.97,-108.05,0.332,iot,linux,udp,browsing,ozon.ru,medium,True,False,,87.8,0.16,0,1
66940,110,6841,522,56459,16.52,-85.19,0.296,iot,android,tcp,download,packages.microsoft.com,low,True,False,1.1.1.1,26.8,0.02,0,1
116075,191,5919,1637,38016,20.7,40.56,0.197,laptop,windows,udp,streaming,rutube.ru,high,False,False,208.67.222.222,78.8,0.33,0,1
80447,132,13523,1789,54669,13.31,69.59,0.473,laptop,windows,udp,streaming,kion.ru,high,True,True,1.1.1.1,88.1,0.17,0,1
45907,75,14189,150,21575,15.69,-39.83,0.274,phone,android,tcp,download,download.kaspersky.com,low,False,False,8.8.8.8,26.2,1.61,0,1
30945,51,1146,2043,1406,7.77,-31.1,0.058,phone,android,udp,gaming,blizzard.com,low,True,False,208.67.222.222,13.7,0.58,0,1
42763,70,11301,289,38571,12.44,71.51,0.148,laptop,linux,tcp,download,dl.google.com,low,True,,1.1.1.1,36.8,0.75,0,1
13415,22,4471,532,55807,19.95,-81.77,0.33,phone,android,tcp,download,yadi.sk,low,False,False,9.9.9.9,79.9,2.03,0,1
5052,8,6355,344,44100,4.92,-36.43,0.537,phone,android,tcp,download,yadi.sk,medium,False,False,1.1.1.1,74.9,0.09,0,1
71736,118,3051,188,54647,20.25,46.56,0.163,laptop,linux,tcp,download,cloud.mail.ru,low,False,False,8.8.8.8,59.8,0.1,0,1
35762,59,2349,94,650,19.77,-0.25,0.588,laptop,windows,quic,browsing,rambler.ru,medium,True,,9.9.9.9,28.7,0.34,0,1
65093,107,6598,90,1575,11.61,-66.42,0.679,phone,android,tcp,browsing,pikabu.ru,low,True,False,8.8.8.8,52.4,1.55,0,1
38422,63,9500,276,18673,13.22,-90.72,0.555,phone,ios,tcp,download,mega.nz,medium,False,False,9.9.9.9,52.1,2.86,1,0
22082,36,9491,477,27144,1.69,-61.47,0.526,iot,linux,tcp,download,github.com,low,False,False,,39.2,0.08,1,0
115381,190,2481,176,94,22.4,-42.14,0.588,phone,ios,tcp,browsing,yandex.ru,high,True,False,208.67.222.222,12.7,1.32,0,1
83569,137,15652,489,38170,17.19,-96.09,0.303,iot,linux,tcp,download,yadi.sk,medium,False,False,1.1.1.1,42.7,0.3,0,1
8186,13,12656,531,47934,17.16,-58.45,0.333,phone,android,tcp,download,github.com,medium,True,True,208.67.222.222,18.3,0.91,0,1
41057,67,17742,115,701,21.66,-41.28,0.393,phone,android,tcp,browsing,habr.com,medium,False,,,80.4,0.35,0,1
114199,188,3465,1973,2242,17.06,-33.1,0.659,phone,android,quic,gaming,paradoxinteractive.com,medium,True,False,9.9.9.9,83.5,1.49,0,1
33153,54,18566,425,48344,16.83,-31.95,0.248,phone,android,tcp,download,launchpad.net,low,False,True,208.67.222.222,45.3,0.19,0,1
63536,104,16599,57,192,8.64,-25.83,0.663,iot,android,quic,browsing,yandex.ru,low,False,False,208.67.222.222,55.4,0.26,0,1
99682,164,6549,138,1260,14.59,-47.04,0.662,phone,ios,tcp,browsing,huggingface.co,low,False,True,,33.6,2.55,0,1
4496,7,8312,451,13512,13.79,-30.71,0.385,phone,android,udp,streaming,youtube.com,high,True,True,,33.5,4.66,0,1
61565,101,9142,473,33063,21.0,-26.22,0.595,phone,ios,tcp,download,onedrive.live.com,medium,True,True,8.8.8.8,76.2,1.45,0,1
29553,48,19347,167,1168,14.05,-61.18,0.405,phone,ios,udp,browsing,vk.com,low,False,,1.1.1.1,75.0,0.21,0,1
1622,2,14754,3303,2152,10.78,36.49,0.092,laptop,windows,udp,gaming,steampowered.com,high,True,False,1.1.1.1,80.2,0.24,0,1
80929,133,7872,1122,60018,25.36,89.95,0.501,laptop,windows,udp,streaming,vkvideo.ru,high,False,True,9.9.9.9,68.6,0.83,0,1
27701,45,19312,571,43736,3.51,-77.92,0.574,phone,ios,tcp,download,download.kaspersky.com,medium,False,False,8.8.8.8,60.1,1.33,0,1
67454,111,2579,1048,15450,18.58,-75.5,0.457,phone,ios,udp,streaming,kinopoisk.ru,high,False,,8.8.8.8,33.2,2.85,1,0
64365,106,921,56,132,12.45,-44.69,0.794,phone,ios,tcp,browsing,vc.ru,high,True,False,,33.1,0.02,0,1
42974,70,19558,476,53085,14.08,102.17,0.58,laptop,linux,tcp,download,update.1c.ru,medium,True,False,8.8.8.8,50.8,0.32,1,0
45987,75,16939,151,1039,11.3,-30.11,0.402,phone,android,quic,browsing,telegram.org,medium,False,False,,31.6,2.28,0,1
78042,128,12773,136,1205,5.45,-79.44,0.271,phone,android,tcp,browsing,telegram.org,medium,False,True,9.9.9.9,49.2,1.25,1,0
73049,120,6858,1277,31761,4.39,-62.29,0.641,iot,linux,tcp,streaming,ivi.ru,high,True,False,,34.6,0.06,0,1
7122,11,17606,445,62388,8.76,-61.84,0.19,phone,android,udp,streaming,netflix.com,high,True,False,9.9.9.9,90.4,0.63,0,1
49490,81,14006,280,58156,10.25,65.49,0.482,laptop,windows,tcp,download,download.jetbrains.com,medium,False,True,208.67.222.222,27.2,1.4,0,1
4763,7,18977,590,17350,13.77,-27.14,0.132,phone,android,udp,streaming,ctc.ru,medium,True,False,1.1.1.1,56.8,0.16,1,0
32987,54,12084,174,62057,17.24,-44.84,0.368,phone,android,tcp,download,releases.1c.ru,medium,True,False,8.8.8.8,80.0,2.25,0,1
636,1,502,64,1426,7.79,-75.1,0.5,iot,android,tcp,browsing,viber.com,low,False,False,208.67.222.222,65.2,0.01,1,0
116607,192,2911,92,25905,20.22,-86.07,0.132,iot,linux,udp,download,yadi.sk,low,False,False,8.8.8.8,36.0,0.24,1,0
45125,74,6542,1128,35632,15.99,3.71,0.603,laptop,windows,udp,streaming,kion.ru,medium,False,False,9.9.9.9,56.7,0.21,0,1
95206,156,19642,536,20154,10.89,-69.65,0.497,iot,linux,tcp,download,github.com,low,False,False,1.1.1.1,58.4,0.08,0,1
5596,9,3704,387,44166,15.69,-27.49,0.787,iot,linux,tcp,download,github.com,low,False,False,9.9.9.9,31.2,0.28,0,1
69117,113,19954,554,15652,20.32,-93.18,0.358,phone,android,udp,download,storage.googleapis.com,low,False,False,,5.0,2.88,0,1
103904,171,5490,146,853,19.19,-53.87,0.274,phone,android,tcp,browsing,gosuslugi.ru,medium,False,False,208.67.222.222,28.2,4.06,1,0
82826,136,10412,107,16384,9.48,5.53,0.32,laptop,linux,quic,download,cdn.yandex.net,medium,True,False,8.8.8.8,99.4,0.39,0,1
27242,45,1071,462,25827,6.44,-76.38,0.478,phone,ios,tcp,download,dl.google.com,high,False,,8.8.8.8,33.9,1.8,1,0
51414,84,17575,1385,3093,0.5,-7.85,0.211,iot,android,udp,gaming,dota2.com,high,True,True,,76.1,0.09,1,0
12909,21,8166,381,50085,23.54,-89.2,0.598,phone,android,tcp,download,onedrive.live.com,low,False,False,9.9.9.9,26.3,2.68,0,1
11830,19,12687,1422,12707,0.84,-72.3,0.251,phone,ios,udp,streaming,smotrim.ru,high,False,False,8.8.8.8,25.0,1.46,0,1
30527,50,9446,3459,1440,17.03,-44.52,0.668,phone,android,quic,gaming,wargaming.net,low,True,False,1.1.1.1,53.1,0.2,1,0
16568,27,8435,530,33872,4.07,-47.6,0.302,phone,android,tcp,download,releases.1c.ru,high,False,False,8.8.8.8,57.4,0.43,1,0
54293,89,9951,178,1195,5.65,-48.71,0.294,phone,ios,udp,browsing,figma.com,medium,False,False,,19.8,0.75,0,1
94856,156,5148,846,56631,13.89,-80.92,0.762,iot,linux,udp,streaming,ctc.ru,high,False,False,1.1.1.1,55.4,0.04,0,1
109675,180,16374,3267,2447,25.65,-62.08,0.454,phone,android,udp,gaming,mail.ru,high,True,False,208.67.222.222,91.6,1.64,0,1
2071,3,8941,89,35789,9.13,-47.45,0.417,phone,ios,udp,download,github.com,low,True,False,8.8.8.8,77.1,0.14,1,0
103985,171,9060,1073,49399,23.53,-31.37,0.278,phone,android,quic,streaming,twitch.tv,high,True,,,73.1,3.37,0,1
77470,127,15399,482,16780,0.5,-32.76,0.49,phone,android,tcp,download,yadi.sk,high,False,True,9.9.9.9,22.7,1.24,0,1
113943,187,17512,136,64520,24.51,74.84,0.231,laptop,linux,tcp,download,yadi.sk,high,True,False,8.8.8.8,70.9,0.58,1,0
31090,51,7564,133,1876,2.19,-19.02,0.3,phone,android,quic,browsing,habr.com,medium,False,False,1.1.1.1,85.7,2.01,0,1
